,full_path,file_name,dir_path,repo,loginflow,tenantflow,authenflow,authflow,usercreation,tenantcreation,tenantmodifcation,PC1,PC2,PC3,ClusterID,label
15,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/main/java/com/nice/saas/wfo/platform/tenantmanager/response/TenantLicensePrivilegesCategoriesHierarchyResponse.java,TenantLicensePrivilegesCategoriesHierarchyResponse.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/main/java/com/nice/saas/wfo/platform/tenantmanager/response/,saas-platform-ms-tenant-manager,0,0,0,1,0,1,1,-0.9717401225992537,-0.22429100918654352,1.9364678451454966,3,authflow
16,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/main/java/com/nice/saas/wfo/platform/tenantmanager/response/TenantsBasicInfoResponse.java,TenantsBasicInfoResponse.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/main/java/com/nice/saas/wfo/platform/tenantmanager/response/,saas-platform-ms-tenant-manager,1,0,0,1,0,1,1,-0.520186170398768,-1.3358905280188984,2.0486653969862507,3,authflow
17,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/main/java/com/nice/saas/wfo/platform/tenantmanager/TenantDeletionInfo.java,TenantDeletionInfo.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/main/java/com/nice/saas/wfo/platform/tenantmanager/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,0,-1.1901814922665679,-1.8660866161660323,0.3468753716335626,3,authflow
18,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/main/java/com/nice/saas/wfo/platform/tenantmanager/TenantLicensePrivilegeCategory.java,TenantLicensePrivilegeCategory.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/main/java/com/nice/saas/wfo/platform/tenantmanager/,saas-platform-ms-tenant-manager,0,1,1,1,0,1,0,-0.5760800767295441,-0.3725570939719013,0.1608059649829075,3,authflow
19,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/event/BaseEventTest.java,BaseEventTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/event/,saas-platform-ms-tenant-manager,0,0,0,1,0,1,1,-0.9717401225992537,-0.22429100918654352,1.9364678451454966,3,authflow
20,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/event/TenantUpdatedEventTest.java,TenantUpdatedEventTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/event/,saas-platform-ms-tenant-manager,0,0,1,1,0,1,0,-1.641735444467054,-0.7544870973336775,0.23467781979280838,3,authflow
21,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/PageTest.java,PageTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/,saas-platform-ms-tenant-manager,0,0,1,1,0,1,1,-0.476853327143991,-1.0106009609167983,1.0508700635048958,3,authflow
22,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/ICBusinessUnitValidationResponseTest.java,ICBusinessUnitValidationResponseTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,1,-0.025299374943505093,-2.122200479749153,1.1630676153456498,3,authflow
23,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/PartnerWithTenantCountResponseTest.java,PartnerWithTenantCountResponseTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/,saas-platform-ms-tenant-manager,1,0,1,1,0,0,1,-0.32325746824421797,-1.7127096494553355,0.10959751047489419,3,authflow
24,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/TenantImpersonationUserResponseTest.java,TenantImpersonationUserResponseTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/,saas-platform-ms-tenant-manager,0,1,0,1,0,1,0,-1.070966872184807,0.41375285775835324,1.0464037466235085,3,authflow
25,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/TenantResponseTest.java,TenantResponseTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/,saas-platform-ms-tenant-manager,0,1,1,1,0,1,0,-0.5760800767295441,-0.3725570939719013,0.1608059649829075,3,authflow
26,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/TenantsWithAggsResponseTest.java,TenantsWithAggsResponseTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/java/com/nice/saas/wfo/platform/tenantmanager/response/,saas-platform-ms-tenant-manager,0,0,0,1,0,1,0,-2.1366222399223167,0.03182285439657728,1.1202756014334094,3,authflow
27,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/resources/spring/spring-test-data.xml,spring-test-data.xml,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-ext/src/test/resources/spring/,saas-platform-ms-tenant-manager,1,0,0,0,0,1,1,0.16462404760057914,-1.3890944813250954,0.8563324475824965,3,authflow
28,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/pom.xml,pom.xml,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,0,-1.1901814922665679,-1.8660866161660323,0.3468753716335626,3,authflow
29,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/main/java/com/nice/saas/wfo/platform/tenantmanager/common/TenantConstants.java,TenantConstants.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/main/java/com/nice/saas/wfo/platform/tenantmanager/common/,saas-platform-ms-tenant-manager,1,0,1,1,0,0,1,-0.32325746824421797,-1.7127096494553355,0.10959751047489419,3,authflow
30,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/filter/TenantFilterType.java,TenantFilterType.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/filter/,saas-platform-ms-tenant-manager,0,0,0,0,0,1,1,-0.2869299045999065,-0.2774949624927405,0.7441348957417423,3,authflow
31,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/UserCountProcessorService.java,UserCountProcessorService.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/,saas-platform-ms-tenant-manager,0,0,0,1,0,0,0,-2.4345803332230296,0.4413136846903949,0.06680549656265361,3,authflow
32,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/main/java/com/nice/saas/wfo/platform/tenantmanager/TenantEventPublisher.java,TenantEventPublisher.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/main/java/com/nice/saas/wfo/platform/tenantmanager/,saas-platform-ms-tenant-manager,1,0,0,1,0,1,0,-1.685068287721831,-1.0797766644357776,1.2324731532741635,3,authflow
33,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/test/java/com/nice/saas/wfo/platform/tenantmanager/service/filter/icbusinessunitvalidation/ICBusinessUnitValidationRequestTest.java,ICBusinessUnitValidationRequestTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/test/java/com/nice/saas/wfo/platform/tenantmanager/service/filter/icbusinessunitvalidation/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,1,-0.025299374943505093,-2.122200479749153,1.1630676153456498,3,authflow
34,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/test/java/com/nice/saas/wfo/platform/tenantmanager/util/SearchFilterValidatorInputTest.java,SearchFilterValidatorInputTest.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/api-int/src/test/java/com/nice/saas/wfo/platform/tenantmanager/util/,saas-platform-ms-tenant-manager,0,0,0,1,0,0,1,-1.2696982158999666,0.18519982110727412,0.882997740274741,3,authflow
35,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/pom.xml,pom.xml,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/,saas-platform-ms-tenant-manager,1,0,0,1,0,1,1,-0.520186170398768,-1.3358905280188984,2.0486653969862507,3,authflow
36,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/config/AsyncTenantBPUpdaterConfiguration.java,AsyncTenantBPUpdaterConfiguration.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/config/,saas-platform-ms-tenant-manager,1,1,0,1,0,0,0,-0.917371013285034,-0.2883558307801838,0.10513119359350681,3,authflow
37,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/LockDdbItem.java,LockDdbItem.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/,saas-platform-ms-tenant-manager,1,0,0,1,0,1,0,-1.685068287721831,-1.0797766644357776,1.2324731532741635,3,authflow
38,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/TenantDdbDao.java,TenantDdbDao.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/,saas-platform-ms-tenant-manager,0,1,0,1,0,1,0,-1.070966872184807,0.41375285775835324,1.0464037466235085,3,authflow
39,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/usercountprocessor/UserCountDdbItem.java,UserCountDdbItem.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/usercountprocessor/,saas-platform-ms-tenant-manager,0,1,1,1,0,1,0,-0.5760800767295441,-0.3725570939719013,0.1608059649829075,3,authflow
40,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/usercountprocessor/UserCountProcessorInputDdbDaoImpl.java,UserCountProcessorInputDdbDaoImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/usercountprocessor/,saas-platform-ms-tenant-manager,0,0,0,1,0,0,0,-2.4345803332230296,0.4413136846903949,0.06680549656265361,3,authflow
41,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/usercountprocessor/UserCustomerBaseDdbDao.java,UserCustomerBaseDdbDao.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/dao/usercountprocessor/,saas-platform-ms-tenant-manager,0,0,0,0,0,1,0,-1.4518120219229695,-0.0213810989096197,-0.07205734797034508,3,authflow
42,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/entity/TenantInfoEntity.java,TenantInfoEntity.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/entity/,saas-platform-ms-tenant-manager,0,0,0,0,0,1,1,-0.2869299045999065,-0.2774949624927405,0.7441348957417423,3,authflow
43,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/entity/usercountprocessor/UserCountEntity.java,UserCountEntity.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/entity/usercountprocessor/,saas-platform-ms-tenant-manager,0,0,0,1,0,1,0,-2.1366222399223167,0.03182285439657728,1.1202756014334094,3,authflow
44,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/entity/usercountprocessor/UserCountProcessorInputInfoEntity.java,UserCountProcessorInputInfoEntity.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/entity/usercountprocessor/,saas-platform-ms-tenant-manager,1,0,0,1,0,0,0,-1.983026381022544,-0.6702858341419601,0.1790030484034077,3,authflow
45,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/handler/TenantDeleteEventHandler.java,TenantDeleteEventHandler.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/handler/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,1,-0.025299374943505093,-2.122200479749153,1.1630676153456498,3,authflow
46,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/handler/TenantEventHandler.java,TenantEventHandler.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/handler/,saas-platform-ms-tenant-manager,0,0,0,1,0,0,1,-1.2696982158999666,0.18519982110727412,0.882997740274741,3,authflow
47,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/handler/TenantEventHandlerBase.java,TenantEventHandlerBase.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/handler/,saas-platform-ms-tenant-manager,0,1,0,1,0,1,0,-1.070966872184807,0.41375285775835324,1.0464037466235085,3,authflow
48,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/reader/TenantStreamDataProcessorImpl.java,TenantStreamDataProcessorImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/reader/,saas-platform-ms-tenant-manager,1,0,0,1,0,1,0,-1.685068287721831,-1.0797766644357776,1.2324731532741635,3,authflow
49,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/usercountprocessor/handler/UserAuditEventHandlerFactory.java,UserAuditEventHandlerFactory.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/usercountprocessor/handler/,saas-platform-ms-tenant-manager,1,0,0,1,0,0,1,-0.8181442636994809,-0.9263996977250808,0.9951952921154951,3,authflow
50,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/usercountprocessor/handler/UserEmptyEventHandler.java,UserEmptyEventHandler.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/usercountprocessor/handler/,saas-platform-ms-tenant-manager,1,1,0,1,0,1,0,-0.6194129199843211,-0.6978466610740014,1.1586012984642626,3,authflow
51,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/usercountprocessor/reader/UserAuditStreamDataProcessorFactory.java,UserAuditStreamDataProcessorFactory.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/usercountprocessor/reader/,saas-platform-ms-tenant-manager,1,0,1,1,1,1,0,-0.4821712943953782,-0.5376282290610714,0.37231709118423567,3,authflow
52,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/usercountprocessor/reader/UserAuditStreamDataProcessorImpl.java,UserAuditStreamDataProcessorImpl.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/usercountprocessor/reader/,saas-platform-ms-tenant-manager,1,0,1,1,0,1,1,-0.025299374943505093,-2.122200479749153,1.1630676153456498,3,authflow
53,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/writer/EventSenderService.java,EventSenderService.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/event/writer/,saas-platform-ms-tenant-manager,1,0,0,1,0,1,0,-1.685068287721831,-1.0797766644357776,1.2324731532741635,3,authflow
54,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/metric/TenantMetrics.java,TenantMetrics.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/metric/,saas-platform-ms-tenant-manager,1,0,0,1,0,1,1,-0.520186170398768,-1.3358905280188984,2.0486653969862507,3,authflow
55,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/security/TenantEncrypter.java,TenantEncrypter.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/security/,saas-platform-ms-tenant-manager,1,1,0,1,0,1,0,-0.6194129199843211,-0.6978466610740014,1.1586012984642626,3,authflow
56,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/creator/InternalTenantCreator.java,InternalTenantCreator.java,/C/Harshad.Ambekar/NICE/bitbucket/saas-platform-ms-tenant-manager/impl/src/main/java/com/nice/saas/wfo/platform/tenantmanager/service/creator/,saas-platform-ms-tenant-manager,0,0,1,1,0,1,1,-0.476853327143991,-1.0106009609167983,1.0508700635048958,3,authflow
